instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,temp_celsius_hour,atemp_celsius_hour,instant_day,weathersit_day,temp_celsius_day,atemp_celsius_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,temp_hour_cluster,hum_hour_cluster,windspeed_hour_cluster
21,2011-01-01,1,0,1,20,0,6,0,2,87.0,16.997899999999998,11,25,36,10.8,11.000600000000002,1,2,8.175849,7.99925,80.58330000000001,10.749882,331,654,985,Mild,High Humidity,Moderate Wind
22,2011-01-01,1,0,1,21,0,6,0,2,87.0,12.998000000000001,3,31,34,10.8,11.000600000000002,1,2,8.175849,7.99925,80.58330000000001,10.749882,331,654,985,Mild,High Humidity,Moderate Wind
23,2011-01-01,1,0,1,22,0,6,0,2,94.0,15.001299999999999,11,17,28,10.8,11.000600000000002,1,2,8.175849,7.99925,80.58330000000001,10.749882,331,654,985,Mild,High Humidity,Moderate Wind
24,2011-01-01,1,0,1,23,0,6,0,2,88.0,19.999499999999998,15,24,39,13.620000000000001,13.997,1,2,8.175849,7.99925,80.58330000000001,10.749882,331,654,985,Mild,High Humidity,Moderate Wind
25,2011-01-02,1,0,1,0,0,0,0,2,88.0,19.999499999999998,4,13,17,13.620000000000001,13.997,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
26,2011-01-02,1,0,1,1,0,0,0,2,94.0,16.997899999999998,1,16,17,12.68,13.000399999999999,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
27,2011-01-02,1,0,1,2,0,0,0,2,100.0,19.0012,1,8,9,11.739999999999998,11.997200000000003,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
28,2011-01-02,1,0,1,3,0,0,0,2,94.0,12.998000000000001,2,4,6,13.620000000000001,13.997,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
29,2011-01-02,1,0,1,4,0,0,0,2,94.0,12.998000000000001,2,1,3,13.620000000000001,13.997,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
30,2011-01-02,1,0,1,6,0,0,0,3,77.0,19.999499999999998,0,2,2,11.739999999999998,11.997200000000003,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
31,2011-01-02,1,0,1,7,0,0,0,2,76.0,12.998000000000001,0,1,1,10.8,11.000600000000002,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
32,2011-01-02,1,0,1,8,0,0,0,3,71.0,15.001299999999999,0,8,8,10.8,11.000600000000002,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Mild,High Humidity,Moderate Wind
33,2011-01-02,1,0,1,9,0,0,0,2,76.0,15.001299999999999,1,19,20,9.86,9.997399999999999,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
34,2011-01-02,1,0,1,10,0,0,0,2,81.0,15.001299999999999,7,46,53,8.919999999999998,7.000999999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
35,2011-01-02,1,0,1,11,0,0,0,2,71.0,16.997899999999998,16,54,70,8.919999999999998,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
36,2011-01-02,1,0,1,12,0,0,0,2,66.0,19.999499999999998,20,73,93,8.919999999999998,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
37,2011-01-02,1,0,1,13,0,0,0,2,66.0,8.9981,11,64,75,8.919999999999998,7.000999999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Light Wind
38,2011-01-02,1,0,1,14,0,0,0,3,76.0,12.998000000000001,4,55,59,8.919999999999998,7.000999999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
39,2011-01-02,1,0,1,15,0,0,0,3,81.0,11.0014,19,55,74,7.98,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
40,2011-01-02,1,0,1,16,0,0,0,3,71.0,11.0014,9,67,76,7.98,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,High Humidity,Moderate Wind
41,2011-01-02,1,0,1,17,0,0,0,1,56.99999999999999,12.998000000000001,7,58,65,7.98,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
42,2011-01-02,1,0,1,18,0,0,0,2,46.0,22.0028,10,43,53,8.919999999999998,5.997799999999998,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
43,2011-01-02,1,0,1,19,0,0,0,1,42.0,30.002599999999997,1,29,30,7.040000000000001,3.0014000000000003,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Strong Wind
44,2011-01-02,1,0,1,20,0,0,0,1,39.0,23.9994,5,17,22,6.1,1.9982000000000006,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Low Humidity,Moderate Wind
45,2011-01-02,1,0,1,21,0,0,0,1,44.0,22.0028,11,20,31,4.220000000000001,-0.9982000000000006,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
46,2011-01-02,1,0,1,22,0,0,0,1,44.0,19.999499999999998,0,9,9,3.2799999999999994,-2.0013999999999985,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
47,2011-01-02,1,0,1,23,0,0,0,1,47.0,11.0014,0,8,8,2.34,-0.9982000000000006,2,2,9.083466000000001,7.3467740000000035,69.6087,16.652113,131,670,801,Cold,Moderate Humidity,Moderate Wind
48,2011-01-03,1,0,1,0,0,1,1,1,44.0,23.9994,0,5,5,2.34,-2.9979999999999993,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Moderate Wind
49,2011-01-03,1,0,1,1,0,1,1,1,44.0,27.999299999999998,0,2,2,1.4000000000000004,-4.997800000000002,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Strong Wind
50,2011-01-03,1,0,1,4,0,1,1,1,47.0,26.0027,0,1,1,-0.47999999999999954,-6.9976,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Strong Wind
51,2011-01-03,1,0,1,5,0,1,1,1,47.0,19.0012,0,3,3,-0.47999999999999954,-6.9976,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Moderate Wind
52,2011-01-03,1,0,1,6,0,1,1,1,50.0,26.0027,0,30,30,-1.419999999999999,-8.997399999999999,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Strong Wind
53,2011-01-03,1,0,1,7,0,1,1,1,50.0,12.998000000000001,1,63,64,-1.419999999999999,-6.9976,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Moderate Wind
54,2011-01-03,1,0,1,8,0,1,1,1,50.0,19.0012,1,153,154,-1.419999999999999,-8.0008,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Moderate Wind
55,2011-01-03,1,0,1,9,0,1,1,1,43.0,26.0027,7,81,88,-0.47999999999999954,-6.9976,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Strong Wind
56,2011-01-03,1,0,1,10,0,1,1,1,43.0,16.997899999999998,11,33,44,0.4599999999999991,-4.997800000000002,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Moderate Wind
57,2011-01-03,1,0,1,11,0,1,1,1,40.0,22.0028,10,41,51,1.4000000000000004,-4.001200000000001,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
58,2011-01-03,1,0,1,12,0,1,1,1,35.0,19.999499999999998,13,48,61,2.34,-2.0013999999999985,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
59,2011-01-03,1,0,1,13,0,1,1,1,35.0,19.0012,8,53,61,3.2799999999999994,-2.0013999999999985,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
60,2011-01-03,1,0,1,14,0,1,1,1,30.0,19.0012,11,66,77,4.220000000000001,-0.0015999999999998238,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
61,2011-01-03,1,0,1,15,0,1,1,1,30.0,16.997899999999998,14,58,72,4.220000000000001,-0.0015999999999998238,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
62,2011-01-03,1,0,1,16,0,1,1,1,30.0,16.997899999999998,9,67,76,4.220000000000001,-0.0015999999999998238,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
63,2011-01-03,1,0,1,17,0,1,1,1,30.0,15.001299999999999,11,146,157,3.2799999999999994,-0.9982000000000006,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Moderate Wind
64,2011-01-03,1,0,1,18,0,1,1,1,32.0,7.0015,9,148,157,3.2799999999999994,1.0015999999999998,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Low Humidity,Light Wind
65,2011-01-03,1,0,1,19,0,1,1,1,47.0,0.0,8,102,110,1.4000000000000004,1.0015999999999998,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,No/Very Low Wind
66,2011-01-03,1,0,1,20,0,1,1,1,47.0,7.0015,3,49,52,1.4000000000000004,-0.9982000000000006,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Light Wind
67,2011-01-03,1,0,1,21,0,1,1,1,64.0,8.9981,3,49,52,0.4599999999999991,-2.9979999999999993,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Light Wind
68,2011-01-03,1,0,1,22,0,1,1,1,69.0,8.9981,0,20,20,-1.419999999999999,-6.0009999999999994,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Light Wind
69,2011-01-03,1,0,1,23,0,1,1,1,55.00000000000001,7.0015,1,11,12,0.4599999999999991,-2.0013999999999985,3,1,1.229108,-3.499270000000001,43.7273,16.636703,120,1229,1349,Cold,Moderate Humidity,Light Wind
70,2011-01-04,1,0,1,0,0,2,1,1,55.00000000000001,7.0015,0,5,5,-0.47999999999999954,-4.001200000000001,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
71,2011-01-04,1,0,1,1,0,2,1,1,59.0,7.0015,0,2,2,-0.47999999999999954,-4.001200000000001,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
72,2011-01-04,1,0,1,2,0,2,1,1,63.0,8.9981,0,1,1,-1.419999999999999,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
73,2011-01-04,1,0,1,4,0,2,1,1,63.0,6.0032,0,2,2,-1.419999999999999,-4.001200000000001,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
74,2011-01-04,1,0,1,5,0,2,1,1,68.0,7.0015,0,4,4,-2.3600000000000003,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
75,2011-01-04,1,0,1,6,0,2,1,1,74.0,7.0015,0,36,36,-2.3600000000000003,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,High Humidity,Light Wind
76,2011-01-04,1,0,1,7,0,2,1,1,74.0,8.9981,2,92,94,-2.3600000000000003,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,High Humidity,Light Wind
77,2011-01-04,1,0,1,8,0,2,1,1,69.0,11.0014,2,177,179,-1.419999999999999,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
78,2011-01-04,1,0,1,9,0,2,1,1,64.0,15.001299999999999,2,98,100,-0.47999999999999954,-6.0009999999999994,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
79,2011-01-04,1,0,1,10,0,2,1,2,69.0,22.0028,5,37,42,-0.47999999999999954,-6.9976,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
80,2011-01-04,1,0,1,11,0,2,1,1,51.0,19.999499999999998,7,50,57,2.34,-2.0013999999999985,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
81,2011-01-04,1,0,1,12,0,2,1,1,51.0,11.0014,12,66,78,2.34,-0.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
82,2011-01-04,1,0,1,13,0,2,1,1,56.00000000000001,12.998000000000001,18,79,97,3.2799999999999994,-0.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
83,2011-01-04,1,0,1,14,0,2,1,1,52.0,15.001299999999999,9,54,63,4.220000000000001,1.0015999999999998,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
84,2011-01-04,1,0,1,15,0,2,1,1,52.0,16.997899999999998,17,48,65,5.160000000000002,1.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
85,2011-01-04,1,0,1,16,0,2,1,1,49.0,16.997899999999998,15,68,83,6.1,3.0014000000000003,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
86,2011-01-04,1,0,1,17,0,2,1,1,48.0,15.001299999999999,10,202,212,5.160000000000002,1.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
87,2011-01-04,1,0,1,18,0,2,1,1,48.0,12.998000000000001,3,179,182,4.220000000000001,1.0015999999999998,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Moderate Wind
88,2011-01-04,1,0,1,19,0,2,1,1,48.0,7.0015,2,110,112,3.2799999999999994,1.0015999999999998,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
89,2011-01-04,1,0,1,20,0,2,1,1,48.0,7.0015,1,53,54,3.2799999999999994,1.0015999999999998,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
90,2011-01-04,1,0,1,21,0,2,1,1,64.0,0.0,0,48,48,2.34,1.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,No/Very Low Wind
91,2011-01-04,1,0,1,22,0,2,1,1,64.0,6.0032,1,34,35,2.34,1.0015999999999998,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
92,2011-01-04,1,0,1,23,0,2,1,1,69.0,6.0032,2,9,11,1.4000000000000004,-0.9982000000000006,4,1,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,108,1454,1562,Cold,Moderate Humidity,Light Wind
93,2011-01-05,1,0,1,0,0,3,1,1,64.0,0.0,0,6,6,1.4000000000000004,1.0015999999999998,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,No/Very Low Wind
94,2011-01-05,1,0,1,1,0,3,1,1,74.0,6.0032,0,6,6,-0.47999999999999954,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,High Humidity,Light Wind
95,2011-01-05,1,0,1,2,0,3,1,1,74.0,6.0032,0,2,2,-0.47999999999999954,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,High Humidity,Light Wind
96,2011-01-05,1,0,1,4,0,3,1,1,48.0,15.001299999999999,0,2,2,3.2799999999999994,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
97,2011-01-05,1,0,1,5,0,3,1,1,47.0,11.0014,0,3,3,2.34,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
98,2011-01-05,1,0,1,6,0,3,1,1,47.0,15.001299999999999,0,33,33,1.4000000000000004,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
99,2011-01-05,1,0,1,7,0,3,1,1,43.0,12.998000000000001,1,87,88,0.4599999999999991,-4.001200000000001,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
100,2011-01-05,1,0,1,8,0,3,1,1,40.0,19.999499999999998,3,192,195,1.4000000000000004,-4.001200000000001,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
101,2011-01-05,1,0,1,9,0,3,1,1,37.0,22.0028,6,109,115,2.34,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
102,2011-01-05,1,0,1,10,0,3,1,1,37.0,22.0028,4,53,57,2.34,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
103,2011-01-05,1,0,1,11,0,3,1,1,33.0,22.0028,12,34,46,4.220000000000001,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
104,2011-01-05,1,0,1,12,0,3,1,1,33.0,22.0028,5,74,79,4.220000000000001,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
105,2011-01-05,1,0,1,13,0,3,1,1,30.0,19.999499999999998,6,65,71,5.160000000000002,1.0015999999999998,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
106,2011-01-05,1,0,1,14,0,3,1,1,28.000000000000004,12.998000000000001,10,52,62,6.1,3.0014000000000003,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
107,2011-01-05,1,0,1,15,0,3,1,1,28.000000000000004,12.998000000000001,7,55,62,6.1,3.0014000000000003,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
108,2011-01-05,1,0,1,16,0,3,1,1,28.000000000000004,6.0032,4,85,89,6.1,5.001199999999997,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Light Wind
109,2011-01-05,1,0,1,17,0,3,1,1,38.0,12.998000000000001,4,186,190,3.2799999999999994,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Moderate Wind
110,2011-01-05,1,0,1,18,0,3,1,1,38.0,8.9981,3,166,169,3.2799999999999994,-0.0015999999999998238,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Light Wind
111,2011-01-05,1,0,1,19,0,3,1,1,38.0,7.0015,5,127,132,3.2799999999999994,1.0015999999999998,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Low Humidity,Light Wind
112,2011-01-05,1,0,1,20,0,3,1,1,47.0,11.0014,7,82,89,2.34,-0.9982000000000006,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
113,2011-01-05,1,0,1,21,0,3,1,1,51.0,12.998000000000001,3,40,43,1.4000000000000004,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Moderate Wind
114,2011-01-05,1,0,1,22,0,3,1,1,55.00000000000001,8.9981,1,41,42,0.4599999999999991,-2.9979999999999993,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,Light Wind
115,2011-01-05,1,0,1,23,0,3,1,1,47.0,0.0,1,18,19,1.4000000000000004,1.0015999999999998,5,1,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,82,1518,1600,Cold,Moderate Humidity,No/Very Low Wind
116,2011-01-06,1,0,1,0,0,4,1,1,55.00000000000001,0.0,0,11,11,0.4599999999999991,-0.0015999999999998238,6,1,1.6043559999999992,-0.6082059999999991,51.8261,6.0008684,88,1518,1606,Cold,Moderate Humidity,No/Very Low Wind
117,2011-01-06,1,0,1,1,0,4,1,1,64.0,0.0,0,4,4,-0.47999999999999954,-0.9982000000000006,6,1,1.6043559999999992,-0.6082059999999991,51.8261,6.0008684,88,1518,1606,Cold,Moderate Humidity,No/Very Low Wind
